"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems"
"RMA4","concatenate174",-37.52,-14.33,15.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-21.47,-21.47,15.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.33,-17.16,16,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-52.62,-48.35,16.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.2,-20.6,16.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-49.72,-23.47,16.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-33.55,-20.74,16.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-38,-18.47,16.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-21.82,-12.05,16.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-50.72,-14.71,16.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.12,-16.9,16.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.05,-55.86,16.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-43.08,-19.88,16.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.69,-16.18,16.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.17,-19.56,17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-28.41,-18.64,17.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.51,-45.09,17.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.58,-19.47,17.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-47.37,-15.63,17.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-34.16,-14.62,17.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-35.69,-23.48,17.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.34,-26.28,17.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-63.83,-27.82,17.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.21,-21.88,17.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.8,-22.91,17.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.52,-13.32,17.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.48,-26.9,18,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-28.44,-36.98,18.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.99,-24.81,18.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-7.52,-12.41,18.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.39,-23.15,18.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.3,-14.74,18.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.48,-12.65,18.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-31.87,-20.27,18.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-26.41,-17.25,18.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.46,-25.51,18.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.45,-13.9,18.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.91,-18.4,18.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.42,-16.53,19,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.59,-13.55,19.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.14,-20.25,19.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-33.8,-20.98,19.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.54,-13.04,19.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.05,-19.72,19.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.87,-23.42,19.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-45.33,-9.32,19.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.2,-16.37,19.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.37,-16.99,19.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.29,-28.16,19.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.9,-15.41,19.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.24,-13.41,20,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-44.68,-17.83,20.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-38.7,-13.07,20.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.75,-12.75,20.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.39,-14.17,20.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.45,-18.99,20.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-24.08,-16.15,20.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.09,-32.85,20.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.02,-14.47,20.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.67,-12.5,20.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.81,-16.82,20.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.16,-53.83,20.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.07,-61.51,21,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.8,-42.38,21.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.68,-43.26,21.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.29,-10.29,21.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.35,-67.11,21.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.21,-35.63,21.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.1,-40.97,21.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.81,-64.96,21.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.29,-26.19,21.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.46,-60.24,21.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.95,-39.36,21.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-30.45,-33.5,21.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-35.99,-31.72,22,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.24,-17.52,22.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-56.11,-35.36,22.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.27,-42.73,22.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.09,-37.46,22.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-24.82,-16.89,22.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.38,-10.83,22.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-40.72,-29.74,22.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-26.65,-31.54,22.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.46,-16.62,22.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.54,-50.22,22.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.74,-18.23,22.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-42.97,-28.93,23,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.51,-20.62,23.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-41.99,-16.97,23.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.93,-48.39,23.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.69,-29.35,23.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.96,-12.13,23.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.14,-32.94,23.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-33.54,-39.03,23.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.94,-42.91,23.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.33,-30.42,23.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.2,-17.1,23.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.91,-50.47,23.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.54,-32.69,24,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.39,-42.57,24.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.42,-9.7,24.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-17.35,-16.13,24.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.63,-31.82,24.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.91,-46.15,24.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.98,-23.35,24.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.8,-26.25,24.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.86,-32.02,24.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.68,-14.74,24.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.7,-39.79,24.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.77,-25.45,24.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-29.87,-18.27,25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.48,-13.97,25.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.12,-14.62,25.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.87,-19.59,25.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
